object_name	size(bytes)	size(Gb)	md5
HG00252.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	5042673640	4.69635579735	336003fb0bd9d30be5d1cf9de000daaa-5
HG00253.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	2805640477	2.61295631249	72bf0df4942bee6b94782df442b25d58
HG00254.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	3749270074	3.49177985825	2586a7aa18f89c1a4f8abc10f0cfc182
HG00255.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	6287195074	5.85540670343	eba66bbe77b35ee8add5b32552ce0789-6
HG00256.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	3166883873	2.94939044211	0656c3fbfc70f11b2acfb13603ad1825
HG00257.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	4251486996	3.95950581506	09f36b1e8632d8e5e704686fddb2485d
HG00258.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	5744519635	5.3500008164	20204ecb397aceffb143927cf6c2aff6-6
HG00259.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	4865830064	4.53165738285	5cfbff46612953f1de33cdb04a04dc43-5
HG00260.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	2962305551	2.75886203256	c01ad38ddf13188fd10bd95b699c6b5b
HG00261.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	2840222062	2.64516292326	ff7cbf75a4abc9262f607dc076d801bc
HG00262.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	7778026486	7.24385165237	65818c9e94965078a4d3637950dad004-8
HG00263.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	3490927590	3.25117967092	456b193ea5ccc67233c918134497c158
HG00264.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	6824356503	6.35567726847	95c639214d9dc011198de67335b28294-7
HG00265.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	5195216903	4.83842278179	aaf807f6d6f5c1caa8af574230721f04-5
HG00266.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1483024727	1.38117440697	163fa915654e3b0baedbfdfdcae0f741
HG00267.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2488423821	2.31752527971	1fa4075fce0bc78f19268d533f8fce6c
HG00268.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	6630921705	6.17552707437	8bd8dfbcdbddb9c69266328ea17e19d6-7
HG00269.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2817568298	2.62406496145	14e78e93101255a6483ba4fdf9db46f5
HG00270.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1746554418	1.62660555728	18eaf1978dbb88dcccfa1e46ee9ffde9
HG00271.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3943668730	3.67282771505	aa97d792644bd74ecacb3de0703f9a55
HG00272.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1621538980	1.51017585769	bb75592b4d6cc47ca586b09b111adf95
HG00273.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2900865548	2.70164157078	f56b48cf30b5c7c9b737370989ee19d4
HG00274.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	4070001236	3.7904840298	e2fb4f45475dfc12edf30bb22e2de655
HG00275.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3437734745	3.20163997356	76f4dbd757c08c04518568b7daa61dbb
HG00276.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3973949323	3.70102871489	85e4366b0e009406bf459113ccf63e1a
HG00277.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3383477145	3.15110864583	7535ee70bb8cf57ea55e5b259653a28f
HG00278.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3410171027	3.17596926074	ffd581c433dc7c492140f90e138b1461
HG00280.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	4003171212	3.72824371979	b59cdb580f75cfd7bfcbdcb301b8ba11
HG00281.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3351520200	3.12134642154	717e717ce2458b610e7b8a0a20dd2bdb
HG00282.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3427709155	3.19230291527	c1a82dfd4e1a86f35fc8729df027cf3f
HG00284.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3783932865	3.524062098	ad6263887f20e50cf8ba6c6734f28dfa
HG00285.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3504896156	3.26418891177	52dfd00ef85e4eb0b44de9307d832ea3
HG00288.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3775322803	3.51604335289	43d6b055619c53c69c752c855dc071b5
HG00290.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	5111360623	4.7603255352	9c7665f95acd01b389c1b331c5274440-5
HG00302.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2178334906	2.02873247303	e1e2be898a062af3695ca87738a05f23
HG00303.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1532292068	1.42705819383	e662e4bbbd912eff75219c43ead4a42c
HG00304.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1631233360	1.51920445263	9cad58010d268a5de73ffe8e2271bc62
HG00306.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1610104563	1.49952672701	f57d5d676c8fee85a28bd6fa3a85d84f
HG00308.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	4455616818	4.14961652644	71008b58160bc62d260832cd069ca162-5
HG00309.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2639069017	2.4578245515	c07f8cc6ea6422907a8cb6f232943add
HG00310.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	4224387432	3.93426737934	371b2d345c71f52b777607d5c3db3ef3
HG00311.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1834476024	1.70848893374	f84be01b810980d65a2bbf4a77116e8d
HG00312.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3374679570	3.14291526563	ff79ac620c9799b808bb363c0a716744
HG00313.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2919785655	2.71926229354	b313a7068cd3e9e3f610ea3f336b5a82
HG00315.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	4070694335	3.79112952854	c3344c2325dc8787255fa68549445564
HG00318.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3376214474	3.14434475638	78e456d8ba2c786d047204aee00821f5
HG00319.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3879445801	3.61301545147	fca42e3a058a26091c37b05cf67f79d8
HG00320.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3909255714	3.64077809639	c5840296cc54fa8db8bae35ca8ae8ee1
HG00321.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3618613774	3.37009669654	21cdcd37a1ca7721c60868bdcd6c4c5c
HG00323.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3348501348	3.11853489652	aab35c7bd7659f4ab34792b16bb9f92f
HG00324.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3127778053	2.91297030915	1210e6cef644360acd949c2e4587ca35
HG00325.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3668205544	3.41628263146	b2c2d72d8cbb1e50eae01f78c19b9dc7
HG00326.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3870704049	3.60487406049	c7847fa272b8e07ead25ae9c4da6d725
HG00327.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3032789450	2.82450527884	86e6867c35c6b626b3590c00db2c9b74
HG00328.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2799001129	2.60677293781	f1b95f9c205aca03ea11b1f7b60ed6bf
HG00329.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	4228465779	3.93806563597	c411bff382b782a8a4e7b074c7dae222
HG00330.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3408569762	3.1744779665	ad545f6cdab2fdf0ba95ed508c35c110
HG00331.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3643388486	3.39316994511	006485da91563cb1455d80a9277ea599
HG00332.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3485508463	3.24613271561	9211c8a8c63d85bfa392eab2824d7bf1
HG00334.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3485422806	3.24605294131	193d2e44ec764e1a6251adc19f5a2bea
HG00335.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3215608082	2.99476839788	ff0ce46b772fa4a4b4a859a46e76ee58
HG00336.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3374058824	3.14233715087	e52e15f9aeb04b5cf175d48d0e0d2119
HG00337.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2976425026	2.77201181836	8a5d2df6d25c6879f7fa78be7d7815c3
HG00338.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2713922432	2.52753722668	365bc2aebebcde8e4c6b9e1f4c3cd24a
HG00339.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2982306193	2.77748908196	edba0dffd408ecc5e9aeeeb56a8f287b
HG00341.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3359158969	3.12846057955	916a4f0ef2403f1f4f6c8366d544e78a
HG00342.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3040990469	2.83214307297	57d2f81ee7db63a24e3d10e7133d43e0
HG00343.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2887225747	2.68893851619	81f7ac8060bf35a183fb5f230105dd9a
HG00344.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2581671936	2.40436935425	da4e8c29cb39bee09b658ba446910588
HG00345.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3402610088	3.16892758757	552fb048118e2b602868cba58562fdb3
HG00346.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3313587505	3.08601884637	5964c98f0cf81e03af7cf8b34058a46e
HG00349.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1925819631	1.79355929699	8cffd43ac0d491733c7448f5e5c23771
HG00350.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2098806044	1.95466544852	c2f77fd82660aaa545b73d875383c0c9
HG00351.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1783092522	1.66063431837	b0793fd3de14e0aeb308962dcdb98c2b
HG00353.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3250559420	3.02731936797	38052cf0bfcf81311ec0e1ee3fcd41e8
HG00355.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1627762693	1.51597214211	51bb09c3649a2536d3229597f750e658
HG00356.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1710885112	1.59338592738	f8bf39bcac33894b04e12b57ba4566c8
HG00357.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2437595586	2.27018779702	f8f2264025cbd44567b3333dd5340c61
HG00358.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1555833972	1.44898330048	2d748364ec67a6bedf2f452172bd78fa
HG00359.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1785570622	1.66294222884	e6639ea0a34560e94dff8eb08ad9d185
HG00360.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1783626440	1.66113156825	e2827627b48cbe4d799be762ff382d76
HG00361.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3666239744	3.41445183754	30fa49dab4315d9660d2ddcb187d8ed3
HG00362.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2312918909	2.15407359321	445af080b28f6192790fac7c9b414476
HG00364.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2277311570	2.12091167457	87f29335bc55409977a62857609f2e5b
HG00365.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2754964841	2.5657609487	586947c787c356d9a79c7bf2d6af9510
HG00366.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2143141183	1.99595576432	1cf2432b76fdd36cf2be6f657bbfe8a0
HG00367.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2302726946	2.14458158799	9485c78a67058777f27bdae52f46e9de
HG00368.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1855523227	1.72809066903	0228bacc4fd146281ec8446240896026
HG00369.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2428362151	2.26158849057	2d20f73be7595c523faa11f51c01b02a
HG00371.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2354893049	2.19316505734	6d06aa4afd995019f600dbb1060badb4
HG00372.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2250309308	2.09576385841	76c1e7c796c516a2349c268399c01000
HG00373.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2504815949	2.33279163856	9a008b7fa5d09cd62eb5de0fe1dbd48d
HG00375.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	4275679435	3.98203677963	55c99102064f59c227d0e86c40014fe8
HG00376.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2840534484	2.64545388892	385af8b3ea82b78f9365adce2f3f807f
HG00377.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1534150401	1.42878890131	d138e4539270973adce13cab1f33e358
HG00378.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3167533278	2.94999524765	79d453898f69113f93c427ef1d8d7408
HG00379.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1692694377	1.57644448522	a2e059ff0ae5cb2eab629a3e05106330
HG00380.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	1719472154	1.60138323344	875ebb7d3dd70b25a884e1e16d1feee9
HG00381.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3193619003	2.97428947221	4415f525e9e5d90bd8028c275326f873
HG00382.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3372908536	3.14126586169	0e9957885d9da38ed578bf32027a420b
HG00383.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	3032025544	2.82379383594	2336db89168c01705c4fe66497baf878
HG00384.alt_bwamem_GRCh38DH.20150826.FIN.exome.cram	2648831766	2.46691682003	59cd43140feaf18bab94d7b7f10511ee
HG00403.alt_bwamem_GRCh38DH.20150826.CHS.exome.cram	2283766156	2.12692297623	5c5169e544cd86ae10bd348859bb9655
HG00404.alt_bwamem_GRCh38DH.20150826.CHS.exome.cram	3405003747	3.17115685623	4796b58d1bf5f93e8ec8ad2534ad49ce
