object_name	size(bytes)	size(Gb)	md5
HG01438.alt_bwamem_GRCh38DH.20150826.CLM.exome.cram	4228834774	3.93840928935	55ebe218a5e74641a65dac290afca8d7-41
HG01441.alt_bwamem_GRCh38DH.20150826.CLM.exome.cram	4567667806	4.25397214107	d63fd3fd1b9c8e993b32fb500ac2077a-44
HG01462.alt_bwamem_GRCh38DH.20150826.CLM.exome.cram	4576571046	4.26226392947	4c858fc748dc44503f06e003c6be8cc7-44
HG01480.alt_bwamem_GRCh38DH.20150826.CLM.exome.cram	2383007968	2.21934911609	d03f892d4e646da8a5ab37b611206fb9-23
HG01483.alt_bwamem_GRCh38DH.20150826.CLM.exome.cram	2150540878	2.00284726731	de99dbd73de2c91d25dc802ef6fd8c54-21
HG01488.alt_bwamem_GRCh38DH.20150826.CLM.exome.cram	4061685071	3.7827389976	55b74edff5deb27ae2ababe9493526ec-39
HG01492.alt_bwamem_GRCh38DH.20150826.CLM.exome.cram	5117959822	4.7664715182	06e9866d78c92ae3d099c15138fff020-49
HG01494.alt_bwamem_GRCh38DH.20150826.CLM.exome.cram	2928737493	2.72759934235	0ed35a67fff0074d5975e0632f44775e-28
HG01495.alt_bwamem_GRCh38DH.20150826.CLM.exome.cram	3282227795	3.05681284051	6d63b1646431f4507498bb25deaa6977-32
HG01509.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	3624127073	3.37523135636	cb8878f9bda12f8520763d135f0b6822-35
HG01512.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	3256392013	3.0327513935	578f9fe62182cbe99473592451117d0e-32
HG01515.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	5344637818	4.97758185305	dde225d1c66f77dcb22f7bab87bb6ca8-51
HG01521.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	10280900516	9.57483473793	47ee13d44d95cf5f5f70426a2d367ce3-99
HG01525.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	3527324380	3.28507682309	c07a0b367dad03c1b6e2682a6691a389-34
HG01527.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2915290515	2.71507586818	8900919dea75b44f2a4ab039c0701c21-28
HG01565.alt_bwamem_GRCh38DH.20150826.PEL.exome.cram	6611951136	6.15785935521	4f615af71506f7006da6758f72aaab22-64
HG01572.alt_bwamem_GRCh38DH.20150826.PEL.exome.cram	2176213285	2.0267565595	9d0c4ca447592f6f7202f59a0415d2aa-21
HG01577.alt_bwamem_GRCh38DH.20150826.PEL.exome.cram	3917215585	3.64819130395	fe15fd4fc7272cc576d1d8b7f0460b6e-38
HG01590.alt_bwamem_GRCh38DH.20150826.PJL.exome.cram	1692245250	1.57602620311	735efa449f248be23fbbadc08744adef-17
HG01596.alt_bwamem_GRCh38DH.20150826.KHV.exome.cram	3424210413	3.18904445786	2337bd57be7cf5b4044adc34ea1fd9d5-33
HG01600.alt_bwamem_GRCh38DH.20150826.KHV.exome.cram	3620770631	3.37210542616	00380e9f4d0134ed7f325cd0021910de-35
HG01602.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2540239788	2.3657826595	700f9497117a67439e24105076c945cb-25
HG01605.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2491049916	2.31997102126	a934584798b658e9cbbf79102629e8c2-24
HG01608.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2130301637	1.98399800528	e93f55d25e269b09e86ae33346dc8f6b-21
HG01613.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2937932170	2.73616255261	cca99441217a61667406535a139a0b34-29
HG01615.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	1999510469	1.86218923796	a062dde13af0c04acfe203080d73992c-20
HG01618.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2631562636	2.45083368942	68d367de14ade0d20043c1d139e6c5bc-26
HG01625.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2147500670	2.00001585297	4c3d0493f30ddb300eb8647c3a0efe72-21
HG01628.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2275939804	2.11963411793	c5bdad730b6b9ce8518d5fdda116092a-22
HG01630.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2413589932	2.24783078954	84b253f272ac18556c4496ce2a363031-24
HG01669.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2101454830	1.95713232271	99640f9c08d8cbd4fbcdf379eb2a5a9f-21
HG01673.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	3559140512	3.31470790505	0fdf72d22a54acaf947423110b1cb8b6-34
HG01675.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	3523396964	3.2814191319	efcfc52bcb5508185e5f6e99b5758df1-34
HG01678.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	3874169061	3.60810110439	4520586d394d3ed7f7ca2668874535eb-37
HG01684.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	3984609986	3.710957231	f2fc4ffdcbfe81d4b3aacc17010a2b39-39
HG01694.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	3464623497	3.2266820753	f0e5fde9aa9e72ab34ac34c6540b57b0-34
HG01699.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2453751539	2.28523420077	c5dca2c3dd343141a59e3377b28e7b40-24
HG01700.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	4052921361	3.77457715664	d53b5f7c87512eef07b3c5b29e02b5b9-39
HG01704.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	4421102824	4.11747286469	b9655a77e7bb01139ec955321629a822-43
HG01756.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	11158524675	10.3921859292	9c335ea14401023ad4210cd0b7dd2ce4-107
HG01757.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	11244697501	10.4724406274	a1cf908e9ef48f72f7b7c1634bbbfb57-108
HG01762.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	11618956594	10.8209965695	dd9c9259f4918c4eff75d356feb66083-111
HG01765.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2483147147	2.31261099409	d85c991181c20449c57c47fef628b7f5-24
HG01770.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2412058603	2.24640462827	001ddae78bfdff1ada75bec3b3b3503f-24
HG01785.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2327594120	2.1677409485	f56ddf20a54eb9b4880f015132dfc679-23
HG01786.alt_bwamem_GRCh38DH.20150826.IBS.exome.cram	2263027289	2.10760840122	6c07a2b36ab6fa7d603a7e160506bd2f-22
HG01789.alt_bwamem_GRCh38DH.20150826.GBR.exome.cram	2758938129	2.56946136151	03e763a9d5c6c64fb30569ed92ca3bdb-27
HG01796.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3879532460	3.61309615895	3c6540afad88360ddfc2302196dcf899-37
HG01799.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3804715589	3.54341751803	be6f29269734eda32a332b60a8150c73
HG01800.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3456378932	3.2190037258	968cfa62e2efbc2320bec6c1719b5652
HG01801.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	4212431816	3.92313284427	fe2926b18991dc21a94ea22fa58ef611
HG01802.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3596028893	3.34906288702	f1125786aef8458e70de64a0f98a8831
HG01804.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	4150664553	3.86560759787	e5f753a698d2c078c3aaad148073ce5a
HG01805.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3740260895	3.48338940646	21cc3446ba2b118f5e3caf3debfbbbdc-36
HG01806.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	4042141037	3.76453719754	9450de60d8c34150eed1b860733ff9c6
HG01807.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3944794483	3.67387615424	b7bec031f4d849f6025fef238a64a47d
HG01808.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3587311097	3.3409438068	cb4bed0add658527ef616baeddb31b00
HG01809.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3873512815	3.60748992767	e753dc403f6954834b1b27f50fbe8b0b
HG01810.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3714646511	3.45953415241	edd41532ec250caaa4e1fae71cc93df0
HG01811.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3295703730	3.06936328299	f0d14cd41520f5c91c5e67de66d16285
HG01812.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3023791653	2.81612542737	376a5d878dd6a847a00d12087bd8e9f4-29
HG01813.alt_bwamem_GRCh38DH.20150826.CDX.exome.cram	3792825631	3.53234413173	4e36fc9b1470b4c318871217a99291f2
